㐀	丘
诳	誑
说	說 説
诵	誦
诶	唉 誒
请	請
诸	諸 諸
诹	諏
诺	諾
读	讀
诼	諑
诽	誹
课	課
诿	諉
谀	諛
谁	誰
谂	諗
调	調
谄	諂
谅	諒
谆	諄
谇	誶
谈	談
谉	讅
谊	誼
谋	謀
谌	諶
谍	諜
谎	謊
谏	諫
谐	諧
谑	謔
谒	謁
谓	謂
谔	諤
谕	諭
谖	諼
谗	讒
谘	咨 諮
谙	諳
谚	諺
谛	諦
谜	謎
谝	諞
谞	諝
谟	謨
谠	讜
谡	謖
谢	謝
谣	謠 謡
谤	謗
谥	諡 謚
谦	謙
谧	謐
谨	謹
谩	謾
谪	謫
谫	謭 譾
谬	謬
谭	譚
谮	譖
谯	譙
谰	讕
谱	譜
谲	譎
谳	讞
谴	譴
谵	譫
谶	讖
谷	穀
谾	豅
谿	嵠
豄	𨽍 𰶔
豅	谾 𰶑
豆	荳 𣅋 𣅣 𤽋
豇	䜶
豈	岂
豊	豐
豋	登 𧰍
豎	竖 竪
豐	丰 豊 𣍈 𧯮
豑	秩
豓	艶 豔
豔	艳 艶 豓
豕	𡰯 𢁓 𧰧
豘	豚
豚	豘
豛	𧰶
豜	豣
豝	羓
豟	𧲒
象	𤉢 𧰼
豣	猏 豜
豫	予 預 𠄛
豬	猪
豭	猳
豮	豶
豳	㟗 邠
豴	蹢
豵	䝋 𫎆
豶	豮
豸	廌 𤞝
豺	犲
豻	犴 𤟉
貀	𤝒
貂	鼦
貉	狢
貊	貘
貌	皃 𧳒
貍	狸
貎	皃
貐	㺄
貓	猫
貗	𫎌
貘	貊
貙	䝙 𤠾
貛	獾
貝	敗 蛽 贝
貞	贞 𠨀
貟	贠
負	负
財	㒲 才 财
貢	贡
貣	𰷞
貤	𰷠
貦	𰷡
貧	贫 𡧋
貨	䞈 货 𣱷
販	贩 𧶶
貪	贪
貫	贯
責	拆 责 𧵩
貭	質
貮	二
貯	贮 𮷍
貰	贳
貱	𬥶
貲	赀
貳	二 弍 贰
貴	贵 𡭙 𧸋
貶	贬
買	买 𧹒
貸	贷
貺	贶 𧵮
費	费
貼	贴
貽	贻
貾	𧵇 𰷢
貿	贸
賀	贺
賁	贲
賂	赂
賃	赁
賄	贿
賅	侅 赅
資	资
賈	贾
賉	恤
賊	戝 贼
賍	贓 贜
賑	赈
賒	赊
賓	宾 賔 𡧍 𡫅 𥦎 𧶉
賔	賓
賕	赇
賗	𬥸
賙	赒
賚	赉
賛	贊
賜	赐
賝	𫎩
賞	赏
賟	𧹖
賠	赔
賡	續 赓
賢	臤 贒 贤
賣	卖 売 𧷨
賤	贱 𧶤
賥	𰷤
賦	赋
賧	赕
賨	𰷥
質	貭 质
賫	赍 齎
賬	帳 账 𧹔
賭	赌
賮	贐 𰷧
賰	䞐
賴	赖 頼 𩓃
賵	赗 𠙒
賶	𬥳
賷	齎
賸	剩 𬂉
賹	𰷪
賺	贃 赚 𧸖
賻	赙
購	购
賽	赛
賾	赜 𡄙 𧷤
贁	敗
贃	賺 𧸖 𧹗
贄	贽
贅	赘 𧷌 𧸆
贆	𰷫
贇	赟
贈	赠
贉	𫎫
贊	賛 赞
贋	偐 贗 赝
贍	赡
贏	赢
贐	賮 赆
贑	𫎬
贒	賢
贓	賍 贜 赃 𰷭
贔	赑
贕	𫧿
贖	赎
贗	偐 贋 赝
贙	𰷮
贚	𫎦
贛	赣
贜	賍 贓 赃 𰷭
贝	貝
贞	貞
负	負
贠	貟
贡	貢
财	財
责	責
贤	賢
败	敗
账	帳 賬
货	貨
质	質
贩	販
贪	貪
贫	貧
贬	貶
购	購
贮	貯 𮷍
贯	貫
贰	二 貳
贱	賤
贲	賁
贳	貰
贴	貼
贵	貴
贶	貺
贷	貸
贸	貿
费	費
贺	賀
贻	貽
贼	賊
贽	贄
贾	賈
贿	賄
赀	貲
赁	賃
赂	賂
赃	贓 贜
资	資
赅	賅
赆	贐
赇	賕
赈	賑
赉	賚
赊	賒
赋	賦
赌	賭
赍	賫 齎
赎	贖
赏	賞
赐	賜
赑	贔
赒	賙
赓	賡
赔	賠
赕	賧
赖	賴
赗	賵
赘	贅
赙	賻
赚	賺
赛	賽
赜	賾
赝	贋 贗
赞	讚 贊
赟	贇
赠	贈
赡	贍
赢	贏
赣	贛
赤	烾 𤆍
赦	𤆅
赨	雄
赩	𦫜
赪	赬
赫	焃
赬	䞓 赪
走	㞫 赱
赱	走
赵	趙
赶	趕
起	𡆡 𨑓 𨑔
赸	訕
赼	趑
赽	𧻯
趁	趂
趂	趁
趄	跙
越	𦈭 𧻂
趋	趨
趍	趨
趑	赼 趦
趒	跳
趕	赶
趙	赵
趦	趑
趨	趋 趍
趫	𰷶
趬	𰷵
趮	躁
趯	躍
趱	趲
趲	䟎 趱
足	疋 𤴕
趸	躉
跃	躍
跄	蹌
跋	䟦
跐	跴
跖	蹠
跗	𨁵
跙	趄
跛	㝿
跞	躒
跡	蹟 迹 速
跥	跺
路	路
跳	趒 𨁔
跴	跐 踹
践	踐
跶	躂
跷	蹺
跸	蹕
跹	躚
跺	跥
跻	躋
踁	硜
踆	蹲
踊	踴
踌	躊
踏	蹋
踐	践
踑	䟚
踖	𨅦
踚	𬦧
踦	犄
踨	蹤
踪	蹤
踬	躓
踭	㬹
踯	躑
踰	逾
踴	踊
踵	歱
踹	跴
踼	𨃠 𨄆
踽	偊
蹄	蹏
蹇	䮿 𨇥
蹈	𨂆
蹋	踏 蹹
蹌	牄 跄
蹏	蹄 𨂶
蹑	躡
蹒	蹣
蹔	𫏐
蹕	跸
蹛	𰸚
蹝	屣 躧
蹟	跡 迹 速
蹠	跖 𨂂
蹡	𧽩 𬧀
蹢	豴 𨅙
蹣	蹒
蹤	踨 踪 𧿛
蹥	𰸔
蹧	遭
蹪	𰸞
蹭	矰
蹮	躚
蹯	籵
蹰	躕
蹲	踆
蹳	𫏆
蹴	蹵
蹵	蹴
蹶	蹷
蹷	蹶
蹹	蹋
蹺	跷 蹻
蹻	蹺 𫏋
蹿	躥
躀	𬦻
躁	趮
躂	跶
躅	䠱 𨄃
躉	趸
躊	踌
躋	䠁 跻 隮 𢁃 𤼥
躍	趯 跃
躎	䟢
躏	躪
躑	踯
躒	跞
躓	踬
躕	蹰
躗	躛
躘	𨀁
躚	跹 蹮
躛	躗
躜	躦
躝	𨅬
躡	蹑
躥	蹿
躦	躜
躧	屣 蹝 𰸐
躪	躏
躬	躳
躭	眈 耽
躯	軀
躰	軆 體
躱	躲
躲	躱
躳	躬
躶	裸
躷	矮
軀	躯
軁	𨊖
軂	𬧤
軃	𰹀
軄	職
軆	体 躰 體
軇	𮜶
軉	𨉗
車	车 𠦴
軋	轧
軌	轨 𧗝 𨑍
軍	军 𡗽
軎	𰹲
軏	𫐄
軑	轪
軒	轩
軓	𰹴
軔	轫
軕	𫐅
軖	𰹶
軗	𨐅
軘	𰹸
軙	陳
軚	𮷗
軛	軶 轭
軜	𫐇
軝	𬨂
軞	𬨁
軟	輭 软
転	轉
軣	轟
軤	轷
軥	𰺁
軧	𨌮 𰺀
軨	𫐉
軫	轸 𨋎 𨋏
軬	𫐊
軮	𬨄
軯	𰹽
軰	輩
軱	𮝴
軲	轂 轱
軳	𰺂
軵	𰹿
軶	軛
軷	𫐈
軸	轴 𨌇
軹	轵
軺	轺 𨍳
軻	轲
軼	轶
軽	輕
軾	轼
軿	輧 𫐌
輀	𮝵
輁	𰺄
輂	𰺅
較	较
輄	𨐈
輅	辂
輆	𬨇
輇	辁
輈	辀
載	儎 载 𡙺
輊	轾
輋	𪨶
輌	輛
輐	𰺇
輑	𰺈
輒	輙 辄
輓	挽 𬨈
輔	辅
輕	轻 𨌷 𨓷
輖	𫐏
輗	𫐐
輘	𰺊
輙	輒 𰺋
輚	𰹼
輛	輌 辆
輜	辎
輝	煇 辉
輞	辋
輟	辍 𨌸
輠	𰺍
輡	𰺐
輢	𫐎
輣	𰺏
輤	𰺉
輥	辊
輦	襜 辇 輦 𨍻
輧	軿 𨍍
輨	𫐑
輩	軰 辈
輪	轮 輪
輫	𰺎
輬	辌
輭	軟
輮	𫐓
輯	辑 𨎵
輲	𰺒
輳	辏
輴	𮝸
輵	轕 𬨍
輶	𬨎
輷	𫐒
輸	输
輹	𨋩 𰺓
輻	辐 輻
輼	轀 辒
輾	辗
輿	舆 轝
轀	輼 辒
轁	𮷝
轂	毂 軲 𨍔
轃	𰺖
轄	䡷 辖 鎋
轅	辕
轆	樚 辘
轇	𫐖
轈	𬨓
轉	転 转
轊	𫐕
轍	辙
轎	轿
轏	𰺞
轐	𫐗
轑	𰺛
轒	𮝷
轓	𰺜
轔	辚
轕	輵 𮝺
轖	𰺙
轗	㙳 𫐘
轘	𮝹
轙	𰹵
轚	𰺟
轛	𰺃
轝	輿 𬛼
轞	𰺗
轟	轰 𮷛
轠	𫐙
轡	辔
轢	轹 轢
轣	𫐆
轤	轳
轥	𰺣
车	車
轧	軋
轨	軌
轩	軒
轪	軑
轫	軔
转	轉
轭	軛
轮	輪
软	軟
轰	轟 𮷛
轱	軲
轲	軻
轳	轤
轴	軸
轵	軹
轶	軼
轷	軤
轸	軫
轹	轢
轺	軺
轻	輕
轼	軾
载	載
轾	輊
轿	轎
辀	輈
辁	輇
辂	輅
较	較
辄	輒
辅	輔
辆	輛
辇	輦
辈	輩
辉	輝
辊	輥
辋	輞
辌	輬
辍	輟
辎	輜
辏	輳
辐	輻
辑	輯
辒	輼 轀
输	輸
辔	轡
辕	轅
辖	轄
辗	輾
辘	轆
辙	轍
辚	轔
辜	𡱨 𡲞 𢩍 𢻄
辞	辤 辭
辟	避 闢 𠈳 𠊸
辠	罪
辢	辣 𨐜
辣	辢
辤	辞 辭
辦	办
辧	辨
辨	弁 辯
辩	辯
辫	辮
辭	辞 辤 𤔧
辮	辫
辯	辨 辩 𧦪 𧦬
辰	辰 𠨷 𠩟 𨑄
辱	𢟲
農	䢉 农 莀 辳 𣊤 𦦤 𦦥 𨑆 𨑇 𨑋
辳	農
辵	辶
辶	辵
边	邊
辺	邊
辽	遼
达	達
迁	遷
迂	遇
迆	迤
过	過
迈	邁
迊	匝 帀
运	運
近	𣥍
迕	忤
还	還
这	這
进	進
远	遠
违	違
连	連
迟	遲
迣	迾
迤	迆
迥	逈
迨	逮
迩	邇
迪	廸
迫	廹
迬	往
迭	疊
迮	𨕠
迯	逃
迳	徑 逕
迴	回 廻
迹	跡 蹟 速 𨒏
迺	乃 廼
迻	拪 移
追	隨
迾	迣
退	𢓇 𢓴 𨑧 𨓆 𨔫
送	𨕩 𨕪
适	適
逃	迯 𨒯
选	選
逊	遜
逎	遒
逐	𢄘
递	遞
逓	遞
逕	徑 迳
逖	逷
這	这
通	𢓶
逞	期
速	跡 蹟 迹 𧫣
造	艁 𨕡
連	聯 连 連
逥	回
逦	邐
逩	奔
逬	𨔧
逭	𨙕
逮	迨 逯
逯	逮
逰	游 遊
週	周
進	进 𨗃 𨙟
逷	逖
逸	逸 𤖍 𨓜
逹	達
逺	遠
逻	邏
逼	偪
逾	㢏 踰
逿	盪 𨌩 𰺲
遀	隋 隨
遁	遯 𨔡 𨘹 𨙆
遂	𨒉 𨓸 𨔱 𨔲
遄	𨒎 𨖇
遅	遲
遇	𠓱
遉	偵
遊	汓 游 逰 𨒰 𨓎
運	运 𨔪
遍	徧
過	过 𨓺
遑	徨
遒	逎
道	衟 𡬹 𨕥
達	达
違	违
遗	遺
遙	遥 𨖈
遜	愻 逊
遝	𨓬
遞	递 逓
遟	遲
遠	远 逺 𢕱 𨖸
遡	泝 溯
遥	遙
適	适
遫	𨔤
遭	蹧
遯	遁
遰	𰻆
遱	𫐷
遲	迟 遅 遟 邌
遵	𢍲 𨘊
遶	繞 𰺷
遷	拪 迁 𢫥 𢰕 𨔰 𨙞
選	选
遺	遗 𨖽 𨗭 𨗮
遼	辽 遼
避	辟 𢕾 𨓶
邁	迈
還	还
邅	㣶
邇	迩 𨖹
邉	邊
邊	边 𦍇
邌	遲
邏	逻 邏
邐	逦
邑	阝
邓	鄧
邕	雍 𪪝
邝	鄺
邠	㟗 豳
邢	郉
邦	邫 𤰫 𨚚
邨	村
邪	耶
邫	邦
邬	鄔
邮	郵
邸	𨚎
邹	鄒
邺	鄴
邻	鄰
郁	喐 鬱
郄	郤 隙
郅	胝
郉	邢
郎	郞
郏	郟
郐	鄶
郑	鄭
郓	鄆
郛	𡎽
郞	郎
郟	郏
郤	郄
郦	酈
郧	鄖
部	卩
郭	𨟍
郰	鄹
郲	𬩾
郵	邮
郷	鄉 鄕
郸	鄲
郹	鄓
都	都 𨛷
鄆	郓
鄉	乡 郷 鄕
鄒	邹
鄓	郹
鄔	塢 邬
鄕	郷 鄉
鄖	郧
鄙	𠴿
鄟	𫑘
鄡	𰻮
鄦	𰻡
鄧	邓
鄩	𬩽
鄪	𰻳
鄬	𰻦
鄭	郑
鄮	𬪍
鄰	厸 邻 隣
鄲	郸
鄳	𫑡
鄴	邺
鄶	郐
鄷	酆
鄹	郰
鄺	邝
酂	酇
酃	𨞖
酆	鄷
酇	酂
酈	郦
酉	丣 酋
酋	酉
酔	醉
酖	鴆
酗	䣴
酝	醖 醞
酢	榨 醋
酦	醱
酧	酬 醻
酪	酪
酬	酧 醻
酱	醬
酸	痠 𨢽
酹	儡
酽	釅
酾	釃
酿	釀
醃	腌
醆	盞 𬪨
醇	䣩 𨣳
醉	酔
醊	餟
醋	酢
醎	鹹
醑	湑
醒	惺
醖	酝 醞
醗	醱
醙	䤇
醜	丑 媿 𥆞
醞	酝 醖
醟	蒏
醡	榨 詐
醣	糖
醤	醬
醦	𮠳
醧	𬪧
醩	糟
醫	医 毉
醬	酱 𨟻
醱	酦 醗
醲	𬪩
醳	𰼅
醴	醴
醶	𫑷
醸	釀
醹	𨢾
醻	酧 酬
醼	燕
醽	𨣖 𨤍
醾	醿
醿	醾
釀	酿 醸
釁	衅
釃	酾
釅	酽
釆	采 𤓳
采	埰 寀 採 釆
釈	釋
释	釋
釋	释
里	裏 裡
重	𡍴
野	埜 𡐨
量	量 𨤥 𨤦
釐	厘 𨤺 𭀖
金	釒 钅 𨤾 𨥄
釒	金 钅
釓	钆
釔	钇
釕	钌
釖	劍
釗	钊
釘	钉
釙	钋
釚	𫟲
釛	𰽖
釜	釡 鬴
針	箴 鍼 针
釟	𫓥
釡	釜
釣	钓
釤	钐
釥	𰽛
釦	扣 𬬪
釧	钏
釨	𫓦
釩	钒
釪	𰽗
釫	𬬨
釬	焊 銲 𬬧
釭	𨊧 𮣲
釯	鋩
釱	𰽘
釲	𫟳
釳	𨰿
釴	𬬩
釵	叉 钗
釷	钍
釹	钕
釺	钎
釼	劍
釽	䤨 𬬲
釾	䥺
釿	𬬱
鈀	耙 钯
鈁	钫
鈂	𬬵
鈃	銒 钘
鈄	钭
鈅	钥
鈆	鉛 𫓪
鈇	𫓧
鈈	钚
鈉	钠
鈋	𨱂
鈍	钝
鈎	鉤 钩
鈏	𰽣
鈐	钤 𨥩
鈑	钣
鈒	钑
鈓	𬬯
鈔	钞
鈕	㺲 钮
鈖	𫟴
鈗	𫟵
鈚	𬬫
鈛	𫓨
鈜	𮣳
鈞	銁 銞 钧
鈠	𨱁
鈡	鍾 钟
鈣	钙
鈤	𰽡
鈥	钬
鈦	钛
鈧	钪
鈨	𮷸
鈪	𰽞
鈬	鐸
鈮	铌
鈯	𨱄
鈰	铈
鈲	𨱃
鈳	钶
鈴	铃 鈴
鈵	𰽥
鈶	𬭀
鈷	钴
鈸	钹
鈹	铍
鈺	钰
鈼	𬬽
鈽	钸
鈾	铀
鈿	钿
鉀	钾
鉁	𨱅
鉄	紩 銕 鐵
鉅	巨 钜
鉆	鉗 鑽 钻
鉇	鉈
鉈	匜 砣 鉇 铊 𥓿 𨧯
鉉	铉
鉊	𬬿
鉋	刨 铇
鉌	𰽬
鉍	铋
鉎	𰽫
鉏	鋤 𬬺
鉐	𬬷
鉑	铂
鉒	𰽯
鉔	𫓬
鉕	钷
鉗	箝 鉆 钳
鉘	𰽱
鉙	𰽨
鉚	铆
鉛	鈆 铅
鉜	𰽮
鉝	𫟷
鉞	戉 鐬 钺 𨬓
鉟	𰽧
鉠	𫓭
鉡	𰽰
鉢	缽 钵
鉤	鈎 钩 𰽭
鉥	𬬸
鉦	钲
鉧	𬭁
鉨	鿭
鉬	钼
鉭	钽
鉮	𬬹
鉱	礦 鑛
鉲	𰽩
鉳	锫
鉴	鑑 鑒
鉵	𰽶
鉶	铏
鉷	𫟹
鉸	铰
鉹	𰽹
鉺	铒
鉻	铬
鉼	𰽼
鉽	𫟸
鉾	矛 𫓴
鉿	铪
銀	银
銁	鈞 𫓲
銂	𫟻
銃	铳
銅	铜
銈	𫓯
銊	𫓰
銋	𰽻
銍	铚
銏	𫟶
銑	铣
銒	鈃
銓	铨
銔	𬭃
銕	鉄 鐵
銖	铢
銗	𬭅
銘	铭
銙	𰽴
銚	铫
銛	铦
銜	㘅 衔 衘
銞	鈞
銠	铑
銡	𰽲
銣	铷
銥	铱
銦	铟
銧	𰽵
銨	铵
銩	铥
銪	铕
銫	铯
銬	铐
銭	錢
銮	鑾
銱	铞
銲	釬 𬭍
銳	鋭 锐
銶	𨱇
銷	销
銸	𰽿
銹	鏥 鏽 锈
銻	厗 锑
銼	剉 锉
銾	𰾁
鋁	铝
鋂	萌 𰾄
鋃	锒
鋄	錽
鋅	锌
鋇	钡
鋉	𨱈
鋊	𰾆
鋋	𮣴
鋌	铤
鋍	𰾀
鋏	铗
鋐	𬭎
鋑	鐫 鑴 𮸏
鋒	锋
鋓	𮸊
鋗	𫓶
鋘	𬭌
鋙	铻
鋜	𰾃
鋝	锊 𨫏
鋟	锓
鋠	𫓵
鋡	𰾅
鋣	铘
鋤	鉏 锄
鋥	锃
鋦	锔 𨦴
鋧	𰽢
鋨	锇
鋩	釯 铓
鋪	舖 舗 铺
鋭	銳 锐
鋮	铖
鋯	锆
鋰	锂
鋱	铽
鋳	鑄
鋶	锍
鋸	锯
鋹	𬬮
鋼	钢
鋾	𰾏
錀	𬬭
錁	锞
錂	𨱋
錄	录 録
錆	锖
錇	锫
錈	锩
錋	𬭖
錍	𰾎
錏	铔
錐	锥
錑	𬭜
錒	锕
錔	𰾓
錕	锟
錗	𬭗
錘	鎚 锤
錙	锱
錚	铮
錛	锛
錜	𫓻
錝	𫓽
錞	𬭚
錟	锬
錠	锭
錡	锜
錢	钱 𫢊
錣	𮣵
錤	𫓹
錥	𫓾
錦	锦
錧	𰾒
錨	锚
錩	锠
錪	𬭓
錫	㒪 锡
錬	煉 鍊
錭	𬭕
錮	锢
錯	䥘 错
錱	珍
録	录 錄
錳	锰
錶	表 𰾍
錸	铼
錺	𮸐
錼	镎
錽	鋄 𫓸
錾	鏨
鍀	锝
鍁	锨
鍂	𰾑
鍃	锪
鍄	𨱉
鍅	钫
鍆	钔
鍇	锴
鍈	锳
鍉	匙 𫔂
鍊	炼 链 鍊 𫔀 𮸀
鍋	锅
鍍	镀
鍏	𬬬
鍐	𰾞
鍑	𰾟
鍒	𫔄
鍔	锷
鍕	𮸈
鍖	𰾘
鍘	铡
鍚	钖
鍛	煅 锻
鍜	煆 𰾤
鍝	𰾙
鍟	𰾝
鍠	锽
鍡	𰾚
鍢	𮸕
鍣	𬭡
鍤	臿 锸
鍥	锲
鍦	𰾢
鍧	𰾡
鍨	𰾥
鍩	锘
鍫	鍬
鍬	鍫 锹
鍭	𬭤
鍮	𨱎
鍯	𬭥
鍰	鐶 锾
鍱	𨧲 𨬘 𰾕
鍳	鑑 鑒
鍴	𰾜
鍵	键 𨭙
鍶	锶
鍺	䤠 堵 锗
鍼	箴 針 针 𰾗
鍾	钟 锺
鎂	镁
鎄	锿
鎅	𰾛
鎇	镅
鎈	𫟿
鎉	𰾬
鎊	镑
鎋	轄 𬭪
鎌	鐮 镰 𰾮
鎍	𫔅
鎏	鏐
鎑	𰾩
鎒	耨 𬭦
鎓	𬭩
鎔	熔 镕
鎕	𰾯
鎖	鎻 鏁 锁
鎗	𬬰
鎘	镉
鎙	槊 𫔈
鎚	錘 锤 𬭨
鎛	镈
鎜	盤
鎝	𨱏
鎞	𫔇
鎡	镃
鎢	钨
鎣	蓥
鎦	劉 镏
鎧	铠 𮸛
鎩	铩
鎪	锼
鎬	镐
鎭	鎮 镇 𨦸
鎮	鎭 镇
鎯	𨱍
鎰	镒
鎲	镋
鎳	镍
鎵	镓
鎶	鿔
鎷	𨰾
鎸	镌
鎻	鎖
鎿	镎
鏁	鎖 𬭲
鏂	𰽜
鏃	镞
鏆	𨱌
鏇	旋 镟
鏈	链
鏉	𨱒
鏌	镆
鏍	镙
鏏	𬭬
鏐	鎏 镠
鏑	镝
鏒	𬭝
鏓	𰾱
鏔	𬭰
鏕	𰾲
鏗	铿
鏘	锵 𢐓
鏙	𰾰
鏚	𬭭
鏛	𮸟
鏜	镗
鏝	镘 𨭜
鏞	镛
鏟	剗 铲
鏡	镜
鏢	鑣 镖
鏤	镂
鏥	銹 鏽 𫔊
鏦	𫓩
鏨	錾
鏩	𰾌
鏰	斆 镚
鏵	铧
鏷	镤
鏸	𰾶
鏹	繈 镪
鏺	䥽
鏻	𬭸
鏽	銹 鏥 锈
鏾	𠜎 𫔌
鐀	匱 櫃 𬭢
鐁	𰾴
鐃	铙
鐄	𨱑
鐇	𫔍
鐈	𫓱
鐉	𰾼
鐊	𬭏
鐋	铴
鐍	𫔎
鐎	𨱓
鐏	𨱔
鐐	镣
鐒	铹
鐓	镦
鐔	镡
鐕	𰾷
鐖	𰽕
鐘	鍾 钟
鐙	镫 𨭕
鐚	𰾪
鐝	镢
鐠	镨
鐡	鐵
鐤	𰾸
鐥	䦅
鐦	锎
鐧	锏
鐨	镄
鐩	𬭼
鐪	𫓺
鐫	鋑 鑴 镌 𰾹
鐬	鉞 𰽷
鐮	鎌 镰
鐯	䦃
鐲	镯
鐳	镭
鐴	𬭽
鐵	䥫 鉄 銕 铁
鐶	鍰 镮 𨫑
鐸	鈬 铎
鐹	𰽾
鐺	铛
鐼	𫔁
鐽	𫟼
鐿	镱
鑀	𰾭
鑄	铸 𤎧 𨮾
鑇	𬭉
鑈	鿭
鑉	𫠁
鑊	镬 𨯟
鑋	𰼻
鑌	镔
鑏	𬬾
鑐	𰿂
鑑	鉴 鍳 鑒 𰾫
鑒	鉴 鍳 鑑
鑔	镲
鑕	锧
鑖	𰿃
鑗	𨬏
鑘	𰿄
鑙	𨮺 𬭿
鑚	鑽
鑛	礦 𨥥 𰽚
鑞	镴
鑠	铄
鑡	𬭔
鑢	䥨 𮣶
鑣	鏢 镳
鑥	镥
鑧	𮸠
鑨	𰽦
鑪	𬬻
鑭	镧
鑮	𬮁
鑯	𰿈
鑰	钥
鑱	镵
鑲	镶
鑴	鋑 鐫 𫔔
鑵	罐
鑷	镊
鑸	𰿉
鑹	镩
鑼	锣
鑽	鉆 鑚 钻 𰿆
鑾	銮
鑿	凿 𨰒
钀	𰾾
钁	䦆 镢
钂	镋
钃	𰾽
钅	金 釒
钆	釓
钇	釔
针	針 鍼
钉	釘
钊	釗
钋	釙
钌	釕
钍	釷
钎	釺
钏	釧
钐	釤
钑	鈒
钒	釩
钓	釣
钔	鍆
钕	釹
钖	鍚 锡
钗	釵
钘	鈃
钙	鈣
钚	鈈
钛	鈦
钜	巨 鉅
钝	鈍
钞	鈔
钟	鈡 鍾 鐘
钠	鈉
钡	鋇
钢	鋼
钣	鈑
钤	鈐
钥	鈅 鑰
钦	欽
钧	鈞
钨	鎢
钩	鈎 鉤
钪	鈧
钫	鈁 鍅
钬	鈥
钭	鈄
钮	鈕
钯	鈀
钰	鈺
钱	錢
钲	鉦
钳	箝 鉗
钴	鈷
钵	缽 鉢
钶	鈳
钷	鉕
钸	鈽
钹	鈸
钺	鉞
钻	鉆 鑽
钼	鉬
钽	鉭
钾	鉀
钿	鈿
铀	鈾
铁	鐵
铂	鉑
铃	鈴
铄	鑠
铅	鉛
铆	鉚
铇	鉋
铈	鈰
铉	鉉
铊	鉈
铋	鉍
铌	鈮
铍	鈹
铎	鐸
铏	鉶
铐	銬
铑	銠
铒	鉺
铓	鋩
铔	錏
铕	銪
铖	鋮
铗	鋏
铘	鋣
铙	鐃
铚	銍
铛	鐺
铜	銅
铝	鋁
铞	銱
铟	銦
铠	鎧 𮸛
铡	鍘
铢	銖
铣	銑
铤	鋌
铥	銩
铦	銛
铧	鏵
铨	銓
铩	鎩
铪	鉿
铫	銚
铬	鉻
铭	銘
铮	錚
铯	銫
铰	鉸
铱	銥
铲	剷 鏟
铳	銃
铴	鐋
铵	銨
银	銀
铷	銣
铸	鑄
铹	鐒
铺	鋪
铻	鋙
铼	錸
铽	鋱
链	鍊 鏈
铿	鏗
销	銷
锁	鎖
锂	鋰
锃	鋥
锄	鋤
锅	鍋
锆	鋯
锇	鋨
锈	銹 鏽
锉	銼
锊	鋝
锋	鋒
锌	鋅
锍	鋶
锎	鐦
锏	鐧
锐	銳 鋭
锑	銻
锒	鋃
锓	鋟
锔	鋦
锕	錒
锖	錆
锗	鍺
锘	鍩
错	錯
锚	錨
锛	錛
锜	錡
锝	鍀
锞	錁
锟	錕
锠	錩
锡	錫
锢	錮
锣	鑼
锤	錘
锥	錐
锦	錦
锧	鑕
锨	鍁
锩	錈
锪	鍃
锫	鉳 錇
锬	錟
锭	錠
键	鍵
锯	鋸
锰	錳
锱	錙
锲	鍥
锳	鍈
锴	鍇
锵	鏘
锶	鍶
锷	鍔
锸	鍤
锹	鍬
锺	鍾
锻	鍛
锼	鎪
锽	鍠
锾	鍰
锿	鎄
镀	鍍
镁	鎂
镂	鏤
镃	鎡
镄	鐨
镅	鎇
镆	鏌
镇	鎮
镈	鎛
镉	鎘
镊	鑷
镋	鎲 钂
镌	鎸 鐫
镍	鎳
镎	錼 鎿
镏	鎦
镐	鎬
镑	鎊
镒	鎰
镓	鎵
镔	鑌
镕	鎔
镖	鏢
镗	鏜
镘	鏝
镙	鏍
镚	錋 鏰
镛	鏞
镜	鏡
镝	鏑
镞	鏃
镟	鏇
镠	鏐
镡	鐔
镢	鐝 钁
镣	鐐
镤	鏷
镥	鑥
镦	鐓
镧	鑭
镨	鐠
镩	鑹
镪	鏹
镫	鐙
镬	鑊
镭	鐳
镮	鐶
镯	鐲
镰	鎌 鐮
镱	鐿
镲	鑔
镳	鑣
镴	鑞
镵	鑱
镶	鑲
長	镸 长 𠑷 𠑻 𠑿 𠔊 𠤐 𡕣 𨱗
镸	長
长	長
門	门
閂	闩
閃	闪
閄	𬮘
閅	𮤫
閆	閻 闫
閇	閉
閈	闬
閉	閇 闭
開	开 𨴂 𨵑 𫔭
閌	闶
閍	𨸂
閎	闳
閏	闰 𥹿
閐	𨸃
閑	闲
閒	間 闲 𨳡 𨳢 𫔮
間	閒 间
閔	闵
閕	𰿩
閗	𫔯
閘	闸
閙	鬧
閛	𰿬
閜	𬮠
閝	𫠂
閞	𫔰
閟	𮤲
閡	阂
関	闗 關 𨶹
閣	阁
閤	合 𬮤
閥	阀
閦	𬮥
閧	哄 闀 鬨 𬮢
閨	闺
閩	闽
閫	阃
閬	阆
閭	闾 閭
閯	𬮪
閱	閲 阅
閲	閱 阅
閵	𨶄 𫔴
閶	阊
閷	𰿳
閹	剦 阉
閻	閆 阎
閼	阏
閽	阍
閾	阈 𨵨
閿	闅 阌
闀	閧
闃	阒
闄	𬮲
闅	閿
闆	板 𬮳
闇	暗 𬮴
闈	闱
闉	𬮱
闊	濶 阔
闋	阕
闌	阑
闍	阇
闐	阗
闑	𫔶
闒	阘
闓	闿
闔	閤 阖
闕	阙
闖	闯
闗	関 關
闘	鬥
闚	𬮭
闛	𰿺
關	关 寡 関 闗
